Designator,Mid X,Mid Y,Rotation,Layer
C1,16.162,7.842,90.0,bottom
C2,4.224,8.858,180.0,top
C3,5.428,7.334,0.0,top
J1,9.999473,2.31943,90.0,top
Q1,5.428,7.842,270.0,bottom
R1,5.37,5.81,0.0,top
R2,7.272,8.858,0.0,top
R3,14.384,7.829,90.0,bottom
R4,8.034,6.572,90.0,top
U1,10.066,8.35,0.0,bottom
U2,14.892,6.826,270.0,top
U3,10.0215,6.830945,90.0,top
